# time  ID  size  fromHost  toHost  TTL  isResponse
35639.0000 M1206 849176 p5 p4 300 N 
35672.0000 M1207 564154 p3 p1 300 N 
35701.0000 M1208 521360 p5 p9 300 N 
35726.0000 M1209 599841 p5 p6 300 N 
35760.0000 M1210 908759 p8 p4 300 N 
35790.0000 M1211 508482 p5 p4 300 N 
35820.0000 M1212 510364 p0 p4 300 N 
35851.0000 M1213 539367 p0 p8 300 N 
35883.0000 M1214 820691 p5 p7 300 N 
35917.0000 M1215 589980 p3 p9 300 N 
35943.0000 M1216 685071 p3 p9 300 N 
35976.0000 M1217 877453 p9 p6 300 N 
36001.0000 M1218 771593 p4 p7 300 N 
36034.0000 M1219 837323 p4 p1 300 N 
36060.0000 M1220 570775 p4 p8 300 N 
36087.0000 M1221 551047 p1 p3 300 N 
36114.0000 M1222 884309 p7 p1 300 N 
36139.0000 M1223 666101 p4 p8 300 N 
36170.0000 M1224 984201 p5 p7 300 N 
36201.0000 M1225 706494 p3 p0 300 N 
36235.0000 M1226 798449 p6 p4 300 N 
36264.0000 M1227 749420 p7 p4 300 N 
36295.0000 M1228 914032 p0 p4 300 N 
36326.0000 M1229 990317 p3 p5 300 N 
36359.0000 M1230 789214 p1 p0 300 N 
36389.0000 M1231 692480 p2 p3 300 N 
36418.0000 M1232 863405 p9 p3 300 N 
36448.0000 M1233 508349 p7 p8 300 N 
36475.0000 M1234 567325 p1 p5 300 N 
36505.0000 M1235 962328 p8 p2 300 N 
36530.0000 M1236 565045 p5 p1 300 N 
36564.0000 M1237 809312 p7 p2 300 N 
36592.0000 M1238 762529 p6 p0 300 N 
36619.0000 M1239 861760 p0 p2 300 N 
36648.0000 M1240 687016 p4 p1 300 N 
36674.0000 M1241 831015 p6 p1 300 N 
36703.0000 M1242 549459 p8 p9 300 N 
36734.0000 M1243 841671 p2 p4 300 N 
36763.0000 M1244 615242 p7 p9 300 N 
36794.0000 M1245 877328 p4 p7 300 N 
36828.0000 M1246 939144 p7 p6 300 N 
36855.0000 M1247 985549 p2 p7 300 N 
36883.0000 M1248 620426 p6 p8 300 N 
36912.0000 M1249 948428 p8 p1 300 N 
36945.0000 M1250 537517 p7 p2 300 N 
36970.0000 M1251 537102 p5 p0 300 N 
36998.0000 M1252 846444 p7 p1 300 N 
37027.0000 M1253 754434 p7 p1 300 N 
37059.0000 M1254 724795 p3 p8 300 N 
37092.0000 M1255 558227 p9 p5 300 N 
37126.0000 M1256 898633 p9 p8 300 N 
37151.0000 M1257 835075 p6 p3 300 N 
37179.0000 M1258 510302 p2 p1 300 N 
37210.0000 M1259 586223 p8 p7 300 N 
37238.0000 M1260 650363 p4 p6 300 N 
37270.0000 M1261 625072 p2 p6 300 N 
37297.0000 M1262 583262 p8 p4 300 N 
37330.0000 M1263 516310 p3 p7 300 N 
37356.0000 M1264 826557 p6 p4 300 N 
37384.0000 M1265 811628 p1 p8 300 N 
37410.0000 M1266 914664 p8 p0 300 N 
37442.0000 M1267 737689 p4 p5 300 N 
37467.0000 M1268 995049 p6 p4 300 N 
37496.0000 M1269 520090 p6 p8 300 N 
37523.0000 M1270 821156 p4 p3 300 N 
37554.0000 M1271 938475 p9 p0 300 N 
37586.0000 M1272 693753 p9 p3 300 N 
37619.0000 M1273 840957 p8 p2 300 N 
37650.0000 M1274 832511 p1 p8 300 N 
37681.0000 M1275 660132 p2 p4 300 N 
37715.0000 M1276 607758 p6 p5 300 N 
37742.0000 M1277 543228 p3 p2 300 N 
37776.0000 M1278 873406 p3 p6 300 N 
37801.0000 M1279 540639 p1 p0 300 N 
37828.0000 M1280 770811 p6 p8 300 N 
37857.0000 M1281 557805 p3 p0 300 N 
37888.0000 M1282 966949 p3 p6 300 N 
37915.0000 M1283 673241 p1 p2 300 N 
37946.0000 M1284 646835 p2 p3 300 N 
37974.0000 M1285 820872 p9 p5 300 N 
38007.0000 M1286 732715 p1 p6 300 N 
38041.0000 M1287 707770 p7 p5 300 N 
38075.0000 M1288 756989 p1 p6 300 N 
38100.0000 M1289 836299 p9 p1 300 N 
38127.0000 M1290 777555 p6 p4 300 N 
38155.0000 M1291 590591 p3 p6 300 N 
38188.0000 M1292 642754 p4 p6 300 N 
38214.0000 M1293 637795 p8 p4 300 N 
38246.0000 M1294 857030 p1 p5 300 N 
38273.0000 M1295 797651 p9 p8 300 N 
38300.0000 M1296 610246 p2 p8 300 N 
38326.0000 M1297 941890 p2 p8 300 N 
38355.0000 M1298 651203 p9 p4 300 N 
38380.0000 M1299 970948 p6 p8 300 N 
38414.0000 M1300 507992 p7 p4 300 N 
38439.0000 M1301 869551 p0 p4 300 N 
38469.0000 M1302 750361 p0 p2 300 N 
38500.0000 M1303 821319 p9 p3 300 N 
38527.0000 M1304 986002 p5 p0 300 N 
38553.0000 M1305 884403 p0 p1 300 N 
38580.0000 M1306 664347 p7 p5 300 N 
38608.0000 M1307 959696 p5 p8 300 N 
38633.0000 M1308 893309 p5 p1 300 N 
38660.0000 M1309 958099 p8 p7 300 N 
38692.0000 M1310 648221 p2 p4 300 N 
38717.0000 M1311 910848 p9 p4 300 N 
38742.0000 M1312 537812 p8 p2 300 N 
38773.0000 M1313 578489 p1 p9 300 N 
38803.0000 M1314 514392 p9 p7 300 N 
38835.0000 M1315 913656 p5 p6 300 N 
38866.0000 M1316 595258 p4 p0 300 N 
38891.0000 M1317 814449 p9 p1 300 N 
38920.0000 M1318 586401 p6 p4 300 N 
38954.0000 M1319 773331 p3 p0 300 N 
38987.0000 M1320 523698 p8 p0 300 N 
39019.0000 M1321 693253 p9 p2 300 N 
39045.0000 M1322 666409 p9 p0 300 N 
39073.0000 M1323 691242 p0 p2 300 N 
39098.0000 M1324 548767 p4 p6 300 N 
39125.0000 M1325 572639 p4 p9 300 N 
39153.0000 M1326 539353 p3 p9 300 N 
39187.0000 M1327 712115 p8 p2 300 N 
39217.0000 M1328 686397 p7 p1 300 N 
39251.0000 M1329 832943 p6 p4 300 N 
39281.0000 M1330 861889 p9 p4 300 N 
39306.0000 M1331 815558 p3 p7 300 N 
39332.0000 M1332 944345 p9 p7 300 N 
39358.0000 M1333 739792 p9 p7 300 N 
39384.0000 M1334 957806 p8 p7 300 N 
39415.0000 M1335 568924 p7 p6 300 N 
39444.0000 M1336 838369 p9 p6 300 N 
39474.0000 M1337 742808 p1 p7 300 N 
39507.0000 M1338 634714 p9 p7 300 N 
39536.0000 M1339 531689 p4 p7 300 N 
39563.0000 M1340 848856 p1 p0 300 N 
39589.0000 M1341 745433 p8 p9 300 N 
39621.0000 M1342 918212 p2 p4 300 N 
39647.0000 M1343 714433 p3 p5 300 N 
39679.0000 M1344 610611 p7 p0 300 N 
39705.0000 M1345 821825 p1 p3 300 N 
39731.0000 M1346 874466 p9 p8 300 N 
39761.0000 M1347 695013 p8 p0 300 N 
39793.0000 M1348 759354 p3 p2 300 N 
39825.0000 M1349 533855 p2 p1 300 N 
39859.0000 M1350 888139 p6 p9 300 N 
39884.0000 M1351 647921 p3 p7 300 N 
39915.0000 M1352 971890 p1 p8 300 N 
39946.0000 M1353 538530 p0 p1 300 N 
39976.0000 M1354 718709 p2 p1 300 N 
40008.0000 M1355 508837 p2 p1 300 N 
40036.0000 M1356 608675 p4 p0 300 N 
40062.0000 M1357 666423 p1 p4 300 N 
40091.0000 M1358 531414 p4 p7 300 N 
40121.0000 M1359 700448 p4 p6 300 N 
40146.0000 M1360 939986 p6 p7 300 N 
40179.0000 M1361 955759 p5 p4 300 N 
40212.0000 M1362 535542 p6 p7 300 N 
40243.0000 M1363 630803 p1 p5 300 N 
40269.0000 M1364 791647 p3 p1 300 N 
40303.0000 M1365 973331 p9 p1 300 N 
40330.0000 M1366 751881 p4 p7 300 N 
40358.0000 M1367 953327 p1 p3 300 N 
40388.0000 M1368 841790 p9 p6 300 N 
40422.0000 M1369 957521 p2 p8 300 N 
40448.0000 M1370 876563 p6 p5 300 N 
40479.0000 M1371 574680 p3 p4 300 N 
40505.0000 M1372 579287 p4 p8 300 N 
40531.0000 M1373 695430 p6 p5 300 N 
40559.0000 M1374 540656 p8 p0 300 N 
40585.0000 M1375 706070 p3 p5 300 N 
40616.0000 M1376 874367 p1 p7 300 N 
40643.0000 M1377 573162 p0 p7 300 N 
40672.0000 M1378 605532 p4 p6 300 N 
40700.0000 M1379 988719 p3 p5 300 N 
40733.0000 M1380 914110 p4 p7 300 N 
40761.0000 M1381 509298 p9 p7 300 N 
40795.0000 M1382 958612 p4 p0 300 N 
40825.0000 M1383 844763 p3 p9 300 N 
40859.0000 M1384 742278 p1 p6 300 N 
40885.0000 M1385 888230 p0 p5 300 N 
40915.0000 M1386 866995 p0 p2 300 N 
40941.0000 M1387 753215 p3 p1 300 N 
40968.0000 M1388 848856 p4 p1 300 N 
40995.0000 M1389 812987 p7 p3 300 N 
41028.0000 M1390 932252 p6 p5 300 N 
41058.0000 M1391 890574 p1 p2 300 N 
41084.0000 M1392 773380 p5 p4 300 N 
41111.0000 M1393 938212 p3 p6 300 N 
41141.0000 M1394 551691 p4 p1 300 N 
41175.0000 M1395 549783 p5 p3 300 N 
41208.0000 M1396 689748 p3 p5 300 N 
41234.0000 M1397 946086 p6 p0 300 N 
41267.0000 M1398 874704 p3 p0 300 N 
41292.0000 M1399 693215 p2 p1 300 N 
41326.0000 M1400 980183 p7 p3 300 N 
41356.0000 M1401 863191 p3 p0 300 N 
41386.0000 M1402 536107 p4 p2 300 N 
41415.0000 M1403 961806 p1 p8 300 N 
41449.0000 M1404 897402 p3 p8 300 N 
41479.0000 M1405 699319 p4 p2 300 N 
41510.0000 M1406 533425 p3 p6 300 N 
41541.0000 M1407 715351 p5 p0 300 N 
41566.0000 M1408 879139 p7 p1 300 N 
41594.0000 M1409 796010 p6 p9 300 N 
41626.0000 M1410 719323 p7 p2 300 N 
41659.0000 M1411 570501 p8 p9 300 N 
41688.0000 M1412 694923 p0 p8 300 N 
41715.0000 M1413 868962 p8 p5 300 N 
41745.0000 M1414 889077 p8 p9 300 N 
41771.0000 M1415 576509 p0 p1 300 N 
41803.0000 M1416 786004 p9 p1 300 N 
41832.0000 M1417 524146 p8 p7 300 N 
41861.0000 M1418 635115 p0 p6 300 N 
41895.0000 M1419 906262 p0 p1 300 N 
41923.0000 M1420 681368 p8 p6 300 N 
41950.0000 M1421 974894 p3 p7 300 N 
41980.0000 M1422 717964 p1 p8 300 N 
42012.0000 M1423 754661 p4 p6 300 N 
42039.0000 M1424 921303 p8 p9 300 N 
42067.0000 M1425 730902 p3 p2 300 N 
42097.0000 M1426 715804 p1 p6 300 N 
42125.0000 M1427 543728 p6 p8 300 N 
42151.0000 M1428 515586 p6 p0 300 N 
42178.0000 M1429 962212 p6 p2 300 N 
42210.0000 M1430 860784 p6 p4 300 N 
42237.0000 M1431 713533 p9 p4 300 N 
42270.0000 M1432 667548 p3 p1 300 N 
42304.0000 M1433 892917 p6 p8 300 N 
42333.0000 M1434 868610 p5 p7 300 N 
42358.0000 M1435 988183 p1 p9 300 N 
42390.0000 M1436 573271 p5 p2 300 N 
42417.0000 M1437 906914 p3 p4 300 N 
42448.0000 M1438 887355 p3 p5 300 N 
42476.0000 M1439 638228 p4 p0 300 N 
42503.0000 M1440 644856 p4 p9 300 N 
42534.0000 M1441 508405 p9 p4 300 N 
42566.0000 M1442 865189 p5 p4 300 N 
42597.0000 M1443 898391 p6 p2 300 N 
42630.0000 M1444 754911 p2 p1 300 N 
42664.0000 M1445 770159 p0 p8 300 N 
42692.0000 M1446 532792 p5 p9 300 N 
42719.0000 M1447 832105 p3 p1 300 N 
42749.0000 M1448 796588 p0 p6 300 N 
42783.0000 M1449 943528 p5 p7 300 N 
42815.0000 M1450 756364 p1 p3 300 N 
42849.0000 M1451 707093 p7 p0 300 N 
42880.0000 M1452 791548 p8 p0 300 N 
42911.0000 M1453 830239 p5 p3 300 N 
42938.0000 M1454 786442 p0 p1 300 N 
42966.0000 M1455 758786 p0 p6 300 N 
42992.0000 M1456 927246 p1 p6 300 N 
